umap_x,umap_y,true_label,kmeans_label,spectral_label
10.289477,1.0194404,5,4,1
16.547419,4.6712646,5,3,0
17.441175,3.033856,5,0,0
16.790667,2.9091108,5,0,0
17.284512,4.1810904,5,3,0
17.468904,3.997213,5,3,0
15.319445,6.468925,5,3,2
8.208036,2.522231,5,4,5
17.036459,2.2990203,5,0,0
13.526206,-0.63514954,5,5,3
17.911959,3.2478971,5,3,0
17.14007,4.91839,5,3,0
13.965733,-0.6463712,5,5,3
13.537597,-0.59449744,5,5,3
13.567519,-0.22195452,5,5,3
7.8955593,4.1652565,5,2,5
8.979373,4.057012,5,2,5
8.93854,4.258322,5,2,5
17.96156,3.3247876,5,3,0
12.50141,0.25185075,5,5,3
12.523639,-0.041932166,5,5,3
12.769156,-0.17266683,5,5,3
12.73441,-0.113731034,5,5,3
12.37962,0.10650086,5,5,3
12.33494,0.16974965,5,5,3
12.770631,-0.13194329,5,5,3
12.411851,0.24791346,5,5,3
15.600328,5.9787054,5,3,2
16.309729,4.9705777,5,3,0
13.927572,-0.58793527,5,5,3
9.099977,3.9575076,5,2,5
9.112961,3.7527435,5,2,5
9.80288,1.1646938,5,4,1
18.052164,3.9292822,5,3,0
17.127237,3.6110752,5,3,0
8.9531145,1.9591808,5,4,1
9.061749,1.907316,5,4,1
18.194412,3.6079614,5,0,0
16.784735,1.8980777,5,0,0
15.772067,5.7281055,5,3,2
8.413892,3.4114077,5,2,5
8.601944,3.2571077,5,2,5
8.7360325,3.4173028,5,2,5
8.736894,3.4392204,5,2,5
8.645362,3.2834742,5,2,5
8.725418,2.9781919,5,2,5
14.150557,-0.015191363,5,5,3
13.888557,-0.2932632,5,5,3
13.735596,-0.1376887,5,5,3
17.948215,4.1867247,5,3,0
15.506514,6.787267,5,3,2
5.788233,7.3282986,5,1,4
16.899837,6.1660995,5,3,2
16.317774,6.359774,5,3,2
17.929962,3.2030127,5,3,0
16.15787,5.9099536,5,3,2
18.19889,4.070295,5,3,0
15.602324,5.789418,5,3,2
16.739847,6.220682,5,3,2
18.10345,4.0074015,5,3,0
17.981709,4.148784,5,3,0
13.926851,-0.65386033,5,5,3
14.309587,-0.32177234,5,5,3
14.191525,-0.36324114,5,5,3
14.779319,0.16479595,5,0,3
17.829136,3.1633022,5,0,0
14.165959,-0.3745041,5,5,3
8.828745,3.420179,5,2,5
17.267883,3.236826,5,0,0
16.154644,2.2325144,5,0,3
8.907285,4.317149,5,2,5
13.393353,-0.4107172,5,5,3
13.025025,-0.20969255,5,5,3
12.964964,-0.2871615,5,5,3
17.352802,2.7803776,5,3,0
17.683088,3.2174685,5,3,0
17.625996,3.9360032,5,3,0
17.799044,3.4424102,5,3,0
16.718903,5.1684713,5,3,0
17.53066,4.1185684,5,3,0
15.796298,4.187312,5,0,0
17.290873,2.834565,5,0,0
17.211008,3.0032978,5,0,0
12.535732,0.3034108,5,5,3
12.552318,0.30501887,5,5,3
13.511246,-0.7689424,5,5,3
13.724464,-0.57616585,5,5,3
9.107329,3.4118676,5,2,5
12.251516,0.31183937,5,5,1
13.804356,-0.47703406,5,5,3
12.7861185,-0.13278626,5,5,3
12.604205,-0.024922352,5,5,3
13.587021,-0.7846392,5,5,3
12.920379,0.74522036,5,0,3
16.949696,3.2797062,5,0,0
17.865349,3.7780144,5,3,0
14.601795,7.3794365,5,1,2
13.608545,6.441502,5,1,2
14.355924,6.7321167,5,3,2
17.785952,4.0037503,5,3,0
9.42022,1.5493155,4,4,1
8.874367,2.6031785,4,2,1
7.7402263,4.5016055,4,2,5
14.60221,5.4045434,4,3,5
14.363782,5.3691564,4,2,5
17.535606,3.633911,4,3,0
9.902092,1.1814233,4,4,1
9.191563,1.9889482,4,4,1
9.788987,1.5896101,4,4,1
17.542763,3.7968838,4,3,0
17.352528,3.343803,4,0,0
10.189001,0.9554037,4,4,1
10.38658,0.9474413,4,4,1
16.833908,2.706008,4,0,0
16.347229,2.6206548,4,0,0
13.88527,-0.44089767,4,5,3
10.001153,1.1225522,4,4,1
8.78022,1.5234113,4,4,1
18.198605,4.167349,4,3,0
16.600454,6.8393974,4,3,2
6.396193,6.433854,4,1,4
16.788671,4.684114,4,3,0
7.6295304,4.5161185,4,2,5
16.759829,5.1869683,4,3,0
17.310165,6.321879,4,3,2
14.390377,7.009267,4,1,2
17.44632,5.230623,4,3,0
15.432911,7.2709184,4,3,2
18.09812,4.0146155,4,3,0
17.39581,5.9862895,4,3,0
16.696642,4.385416,4,3,0
17.303125,4.7744923,4,3,0
17.371363,4.6386333,4,3,0
5.927227,6.4424896,4,1,4
17.045809,5.1031713,4,3,0
17.981596,3.3592527,4,3,0
17.443417,3.727736,4,3,0
17.177109,5.7440195,4,3,2
13.320269,6.3136826,4,1,5
17.265547,5.868169,4,3,0
17.287949,5.1137996,4,3,0
17.453804,5.878732,4,3,0
6.012858,6.5352664,4,1,4
17.58687,4.272798,4,3,0
17.06523,4.577745,4,3,0
6.215594,6.3864202,4,1,4
6.1157684,6.85461,4,1,4
6.139738,6.8344927,4,1,4
6.1053767,6.8103943,4,1,4
14.774721,5.8502426,4,3,2
16.180676,6.420848,4,3,2
17.804214,5.142525,4,3,0
17.71604,4.7179785,4,3,0
17.510994,5.850193,4,3,0
17.20548,6.9716444,4,3,2
17.55136,5.5109086,4,3,0
17.981375,4.2772007,4,3,0
8.741349,1.8924823,4,4,1
17.514442,5.399035,4,3,0
15.489571,6.546062,4,3,2
16.170395,6.5482965,4,3,2
17.271793,3.5117354,4,3,0
17.755104,4.496194,4,3,0
16.884947,4.5887094,4,3,0
18.211407,4.164822,4,3,0
17.970772,3.1492774,4,0,0
6.3345585,6.418323,4,1,4
8.696162,2.3182945,4,4,1
7.278083,6.528795,4,1,4
16.747145,2.4585063,4,0,0
9.963442,1.1005751,4,4,1
17.001844,3.8009362,4,3,0
7.281843,6.400751,4,1,4
9.558756,1.2944777,4,4,1
16.69395,1.9471723,4,0,0
8.716272,2.6268756,4,2,1
7.672474,6.472183,4,1,5
7.3558817,6.6290565,4,1,4
7.5215898,6.1123786,4,1,4
9.926658,1.0984977,4,4,1
8.863492,4.553955,4,2,5
8.704074,4.466164,4,2,5
7.0753155,6.7650924,4,1,4
6.821115,6.919489,4,1,4
7.0490904,6.6605096,4,1,4
17.07906,4.6045136,4,3,0
7.4606853,6.5903707,4,1,4
15.919235,5.7739463,4,3,2
7.3013744,6.679526,4,1,4
16.254055,1.7366477,4,0,3
8.207053,3.908359,4,2,5
16.420916,4.0774283,4,0,0
14.376204,0.37381473,4,0,3
7.152682,6.4697876,4,1,4
8.87403,1.8550999,4,4,1
6.37416,6.4411564,4,1,4
9.720859,1.4614174,4,4,1
7.8087506,4.1092033,4,2,5
11.760185,0.18148077,4,5,1
12.357395,0.40032345,4,0,1
14.558449,-0.04082861,0,5,3
17.392027,3.2030334,0,0,0
7.9040394,3.9505076,0,2,5
