umap_x,umap_y,true_label,kmeans_label,spectral_label
11.204372,14.73652,5,3,4
12.83465,16.544188,5,0,1
16.247692,16.543,5,0,0
15.399664,15.5554695,5,0,0
15.620319,16.082771,5,0,0
15.858614,16.311518,5,0,0
12.444763,16.737112,5,0,1
12.348492,18.491938,5,1,5
16.714756,14.688867,5,0,2
16.806002,13.811549,5,1,2
15.939824,17.644346,5,0,0
15.462251,17.388533,5,0,5
16.55112,13.181729,5,1,2
16.453363,13.178221,5,1,2
16.378874,13.617457,5,1,2
13.925061,12.113482,5,1,3
10.439883,14.361735,5,3,4
10.495931,14.308163,5,3,4
15.691683,18.00655,5,0,5
14.8064995,14.388703,5,0,2
11.89156,14.704358,5,3,1
11.46687,14.618809,5,3,4
12.232745,14.776862,5,3,1
11.490123,14.689555,5,3,4
11.839202,14.784209,5,3,1
12.146036,14.60308,5,3,1
11.7517,14.726596,5,3,1
13.313487,16.360159,5,0,1
13.620004,16.170218,5,0,1
15.033807,14.63823,5,0,0
12.579797,14.921766,5,3,1
12.707715,14.97352,5,3,1
12.484541,14.720964,5,3,1
15.944466,17.744524,5,0,0
14.587741,15.699395,5,0,0
13.596774,13.292912,5,1,3
13.681835,13.227189,5,1,3
15.02527,17.73517,5,5,5
16.488813,15.497998,5,0,0
13.948917,16.022968,5,0,1
12.492871,13.798044,5,3,3
10.99257,13.310942,5,3,4
11.01239,13.243614,5,3,4
10.992668,13.264968,5,3,4
11.06778,13.228434,5,3,4
11.0664425,13.398276,5,3,4
16.803171,13.699081,5,0,2
16.44484,13.69631,5,0,2
15.50958,15.3479805,5,0,0
15.976936,17.097174,5,0,0
14.691172,17.73053,5,0,5
11.88985,14.617073,5,3,1
14.331679,17.518454,5,0,5
13.731258,17.130396,5,0,5
15.959649,17.631992,5,0,0
14.322261,15.96923,5,0,1
16.583488,16.785843,5,0,0
12.8620825,16.762604,5,0,1
16.217869,14.490384,5,0,5
16.52956,16.941858,5,0,0
16.18037,17.474545,5,0,0
16.198652,13.290222,5,1,2
16.82077,13.644218,5,1,2
16.743296,14.011096,5,0,2
16.68605,14.204909,5,0,2
17.046272,15.648541,5,0,2
16.545416,15.502574,5,0,0
12.802548,12.761248,5,3,3
15.419015,15.784631,5,0,0
15.512513,15.27949,5,0,0
10.816945,14.441397,5,3,4
16.601582,13.278745,5,1,2
11.468904,15.11677,5,3,1
11.2180395,14.8266325,5,3,4
15.903818,16.493559,5,0,0
15.724783,16.727428,5,0,0
16.441893,16.030657,5,0,0
16.563862,16.43351,5,0,0
14.121019,15.811408,5,0,0
16.540783,16.025543,5,0,0
12.784285,14.660198,5,3,1
14.768666,15.71811,5,0,0
15.648052,15.503521,5,0,0
12.237518,15.086553,5,3,1
12.347538,15.091235,5,0,1
16.504236,13.290169,5,1,2
16.244272,13.428129,5,1,2
10.459552,14.33073,5,3,4
10.29598,14.332401,5,3,4
16.659399,13.334248,5,1,2
12.402975,14.251791,5,3,1
13.027715,14.031832,5,3,1
16.737598,13.946342,5,1,2
13.236722,15.017468,5,0,1
13.068574,15.060966,5,0,1
16.773104,16.14132,5,0,0
13.794053,15.1896105,5,0,1
13.082952,16.921204,5,3,1
14.704637,15.255944,5,0,5
15.942675,17.787926,5,0,0
13.125638,12.895782,4,3,3
13.015401,12.772995,4,1,3
13.151227,12.263065,4,3,3
12.662507,15.851011,4,3,1
12.740661,15.953907,4,3,1
16.286316,16.079664,4,0,0
12.20384,14.14113,4,3,1
12.096529,14.258068,4,3,1
15.188516,15.158987,4,0,0
16.079426,16.456331,4,0,0
16.83457,15.766095,4,0,0
13.454277,12.816492,4,1,3
13.377477,12.768168,4,1,3
15.623643,15.251297,4,0,0
15.642431,15.203922,4,0,0
16.495995,13.144838,4,1,2
12.629427,12.830195,4,3,3
12.3873205,18.476679,4,4,5
16.80142,16.577278,4,0,0
13.939214,17.02053,4,0,5
13.341478,13.414344,4,1,3
14.788074,17.838757,4,0,5
12.358605,18.52242,4,1,5
15.084298,17.486223,4,0,5
13.418428,17.069637,4,0,5
13.050676,18.032907,4,0,5
14.857369,17.596354,4,0,5
13.147151,17.914478,4,0,5
16.52174,16.873451,4,0,0
16.713783,16.824423,4,0,0
16.319515,16.932022,4,0,0
15.229578,16.944773,4,0,0
16.05622,17.03022,4,0,0
14.026376,16.036137,4,0,5
14.991289,17.542475,4,0,5
15.617831,17.932682,4,0,5
16.951235,15.7859,4,0,0
14.024405,16.93347,4,0,5
11.316476,14.347407,4,3,4
15.500638,17.712223,4,0,5
15.145046,17.343935,4,0,5
14.45919,16.143465,4,0,0
12.890157,17.999887,4,0,5
16.572296,17.143953,4,0,0
16.475878,16.730387,4,0,0
11.60891,13.95365,4,3,4
12.179737,13.163026,4,3,3
12.291765,12.870308,4,3,3
12.169933,13.0935335,4,3,3
14.929653,16.910185,4,0,5
13.813966,17.156063,4,0,5
15.721849,17.637762,4,0,5
15.128032,17.59567,4,0,5
16.610653,17.279291,4,0,0
14.751959,17.513197,4,0,5
15.65969,17.75536,4,0,5
15.76394,17.685755,4,0,5
12.92539,17.900507,4,0,5
15.281806,17.254292,4,0,5
13.023571,17.114182,4,0,1
13.266983,17.13909,4,0,5
16.607529,16.326992,4,0,0
16.52991,16.694952,4,0,0
14.630223,17.338295,4,0,5
16.590527,16.682682,4,0,0
16.687897,14.401201,4,0,2
11.520561,14.95105,4,3,1
12.352333,12.952136,4,3,3
11.115374,13.183979,4,3,4
16.465187,14.81901,4,0,2
12.231929,13.093516,4,3,3
14.889744,15.895867,4,0,0
11.700638,13.355649,4,3,4
12.251053,12.915902,4,3,3
16.512617,14.629801,4,0,2
12.313348,12.632947,4,3,3
11.288553,13.413574,4,3,4
11.535111,13.139173,4,3,4
13.522704,18.230762,4,0,5
13.691691,18.189672,4,0,5
12.376804,13.314927,4,3,3
11.825299,13.450895,4,3,4
10.543435,14.117803,4,3,4
10.711322,14.29163,4,3,4
11.341892,13.318965,4,3,4
16.066933,15.933206,4,0,0
11.391554,13.479581,4,3,4
15.091712,16.875444,4,0,5
10.35957,14.134919,4,3,4
16.469366,14.761992,4,0,2
13.056486,12.559826,4,3,3
12.926142,15.4345875,4,0,1
14.50726,16.386189,4,0,0
11.142424,14.041687,4,3,4
13.114568,12.743106,4,3,3
13.614274,12.221949,4,1,3
14.6611185,14.154435,4,1,5
12.556619,18.312963,4,1,5
14.34095,12.457818,4,1,2
12.451527,15.0923395,4,3,1
16.12167,14.925945,0,0,0
16.791365,15.867102,0,0,0
13.753973,11.956648,0,1,3
13.882044,12.082386,0,1,3
12.196311,16.167566,0,3,1
14.5050125,15.95365,0,0,0
16.797035,15.987525,0,0,0
14.426118,16.135454,0,0,1
13.8491745,12.046133,0,1,3
14.440951,16.259048,0,0,1
14.745932,15.949649,0,0,0
14.635462,16.077229,0,0,0
13.012723,16.169624,0,0,1
12.916325,16.750896,0,0,1
11.182856,13.299811,0,3,4
16.658854,14.69274,0,0,2
13.192985,16.875685,0,0,5
10.774082,14.043269,0,3,4
12.930668,15.742965,0,0,1
14.562984,15.636303,0,0,0
14.658346,14.600865,0,0,5
15.082349,16.2235,0,0,0
13.932109,14.680253,0,3,0
12.151979,12.952274,0,3,3
15.920126,16.873232,0,0,0
12.204508,13.285312,0,3,3
11.830014,14.341173,0,3,1
12.040941,14.29238,0,3,1
13.541451,16.217138,0,0,1
12.43327,14.9058695,0,3,1
11.3323965,14.952203,0,3,4
12.61244,16.279745,0,3,1
15.037674,14.951275,0,1,3
12.267867,13.057113,0,3,3
13.962188,15.087568,0,0,1
15.168349,17.803621,0,0,5
16.800398,16.45118,0,0,0
12.982275,16.817036,0,0,1
13.2818575,17.168188,0,0,5
13.269971,17.14742,0,0,5
15.718424,14.368927,0,0,0
15.687654,14.713323,0,0,0
15.690396,14.552311,0,0,0
12.309929,15.705682,0,0,1
11.382125,14.4748125,0,3,4
16.375175,13.480394,0,1,2
13.539236,18.190296,0,0,5
15.136894,14.081747,0,0,5
15.073027,16.315413,0,0,0
12.151457,15.409463,0,3,1
16.474884,16.893763,0,0,0
15.979788,14.498946,0,0,0
14.845352,14.992442,0,0,3
13.684412,16.982338,0,0,5
16.73165,16.36919,0,0,0
16.59022,16.948633,0,0,0
16.648777,17.140856,0,0,0
15.573019,16.967321,0,0,0
15.770569,16.819202,0,0,0
15.564035,16.18115,0,0,0
12.941178,16.137142,0,0,1
13.785705,15.639874,0,0,1
12.581809,15.636449,0,0,1
13.693815,15.766283,0,0,1
13.881179,15.727158,0,0,1
15.433569,14.887126,0,0,0
15.56243,14.664352,0,0,0
12.192086,14.514048,0,3,1
12.12882,14.619122,0,3,1
15.717709,14.523129,0,0,0
12.220735,14.64177,0,0,1
15.332966,13.175703,0,1,2
12.338009,14.786597,0,3,1
15.526095,14.732185,0,1,2
16.556393,14.62769,0,1,2
15.144594,16.422243,0,0,0
15.390911,14.889265,0,0,2
12.446532,13.272881,0,3,3
13.483024,12.335019,0,1,3
16.446024,15.325324,0,0,2
15.441872,17.06799,0,0,0
15.145064,12.660722,0,1,2
14.930091,13.0951395,0,1,5
14.93933,13.118653,0,1,5
14.9430895,13.066902,0,1,5
15.185627,14.147231,0,3,0
15.336067,14.2482395,0,1,0
15.344068,14.241715,0,0,0
12.879347,14.626717,0,3,1
15.289662,14.527132,0,0,0
14.450782,12.539186,0,1,3
14.520972,12.579046,0,1,2
12.48417,18.43712,0,0,5
13.562079,12.690966,0,1,3
12.443025,18.42171,0,4,5
12.4171295,18.473545,0,4,5
12.407285,18.51391,0,4,5
13.514106,16.091265,0,0,1
16.516737,13.209486,0,1,2
13.028126,12.9161005,0,3,3
11.808273,12.89877,1,3,3
12.044649,12.928602,1,3,3
12.596453,13.204074,1,3,3
12.97242,12.616407,1,3,3
12.804907,12.668653,1,3,3
14.19177,12.260647,1,1,3
13.797598,12.036147,1,1,3
12.941866,12.495364,1,3,3
11.898901,12.894842,1,3,3
13.088704,12.308734,1,3,3
12.452075,16.329386,1,0,1
13.498078,12.178136,1,1,3
13.463118,12.263984,1,1,3
14.834054,14.709348,1,0,5
11.922464,13.908515,1,3,1
11.895205,14.179508,1,3,1
12.888835,14.773338,1,3,1
14.809956,15.405054,1,0,0
15.855378,15.4185505,1,0,0
12.644145,18.142025,1,0,5
14.525549,15.6949215,1,0,0
15.035588,15.395107,1,0,0
16.202927,17.437084,1,0,0
16.02147,15.758496,1,0,0
12.97486,12.776945,1,1,3
11.871732,13.298124,1,3,3
13.082496,12.389481,1,1,3
16.814959,15.909709,1,0,0
15.410921,18.018648,1,0,5
15.32113,18.023907,1,0,5
13.761266,16.504965,1,0,5
13.826356,16.693802,1,0,5
15.775535,14.350023,1,0,2
15.5031185,15.6308,1,0,0
14.63156,15.7834,1,0,1
15.644975,15.687061,1,0,0
14.735322,15.323426,1,0,0
15.838474,17.122972,1,0,0
15.931925,15.235407,1,0,0
16.416304,14.471279,1,0,2
14.987446,15.120728,1,0,0
15.857735,15.327335,1,0,0
15.78868,15.613778,1,0,0
16.620829,14.620807,1,0,2
12.716502,15.289659,1,0,1
16.689713,13.600744,1,1,2
12.153303,13.736418,1,3,3
12.534032,13.475304,1,3,3
13.272312,12.17228,1,1,3
14.437967,14.865075,1,1,3
14.08815,17.977032,1,0,5
15.612455,17.892313,1,0,5
13.867727,15.986344,1,0,0
13.730499,16.90826,1,0,5
14.171865,12.227339,1,1,3
13.838234,16.529469,1,0,5
14.4077015,14.280484,1,1,5
13.661591,15.601585,1,0,1
14.564013,16.469744,1,0,5
13.111786,16.596272,1,0,1
12.852456,16.168983,1,3,1
13.72008,16.405441,1,0,1
12.878758,16.532965,1,0,5
12.816247,16.898333,1,0,1
15.191102,13.4601965,1,1,2
15.26473,13.474314,1,1,2
15.272271,17.601063,1,0,5
15.566592,18.066776,1,0,5
14.138253,17.98821,1,0,5
14.581267,17.804668,1,0,5
14.4431,14.506709,1,0,5
14.726498,17.782673,1,0,5
15.653543,17.810871,1,0,5
14.5528755,17.65511,1,0,5
14.866284,17.25089,1,0,5
15.18316,17.854757,1,0,5
15.249157,14.443486,1,0,0
14.454041,14.548704,1,0,5
14.478778,14.494865,1,0,5
17.021938,15.573555,1,1,2
16.502327,13.619692,1,0,2
12.861313,12.744486,1,3,3
15.175848,15.591807,1,0,0
14.19173,15.683625,1,0,0
16.636717,16.47139,1,0,0
15.664138,17.650879,1,0,5
15.592244,17.516882,1,0,5
15.213929,15.33469,1,0,0
15.467999,15.612983,1,0,0
13.498596,14.66247,1,3,1
15.585743,14.916539,1,0,0
13.690212,12.260259,1,1,3
16.589426,17.069014,1,0,0
15.485756,17.474077,1,0,5
13.246332,12.590451,1,1,3
15.144828,17.742197,1,0,5
14.154113,16.19767,1,0,1
15.311155,17.883858,1,0,5
13.861529,16.059578,1,0,1
13.549482,18.143183,1,0,5
11.137908,13.193558,2,3,4
14.615681,16.606216,2,0,5
13.265648,16.722767,2,0,1
15.124074,13.96341,2,1,5
13.859689,18.184622,2,0,5
14.46035,14.960471,2,0,5
13.016357,16.131447,2,3,1
14.4668045,15.025522,2,0,5
14.768111,14.590182,2,0,5
12.212877,15.343226,2,0,1
14.347495,13.942008,2,1,3
14.057418,13.915062,2,1,3
12.295838,14.749397,2,3,1
13.517715,13.640411,2,1,3
11.308694,14.890172,2,3,4
14.400921,16.725342,2,0,5
14.543801,16.583109,2,0,5
16.086203,13.81229,2,1,2
14.009264,16.797487,2,0,5
14.663629,16.738888,2,0,5
14.434036,16.769417,2,0,5
12.799821,16.46545,2,0,1
15.05085,17.060019,2,0,5
12.511322,18.083113,2,0,5
14.519757,16.677347,2,0,5
16.876936,15.889816,2,0,0
16.920954,15.632488,2,1,0
14.563813,14.77953,2,0,5
14.997207,16.27985,2,0,0
12.541708,18.18763,2,0,5
14.119308,16.521927,2,0,5
14.436415,15.899521,2,0,0
14.317468,15.763445,2,0,1
13.56505,18.212425,2,1,5
13.763062,17.011389,2,0,5
13.922276,17.118032,2,0,5
15.258895,17.871347,2,0,5
10.206274,13.926469,2,3,4
10.19969,14.0236225,2,3,4
14.220824,16.833727,2,0,5
12.653306,16.719753,2,0,1
10.263588,14.049694,2,3,4
12.46816,12.607852,2,3,3
12.167505,12.697964,2,3,3
13.537654,17.358114,2,0,5
12.67905,16.66732,2,0,1
12.878712,16.43121,2,0,1
12.433669,12.651614,2,3,3
12.684976,16.453407,2,0,1
12.557116,16.843843,2,0,1
14.2711315,15.573882,2,0,1
13.758497,18.170528,2,0,5
13.4885845,16.976484,2,0,1
15.179784,16.772366,2,0,5
15.44108,16.61775,2,0,0
15.388835,16.676735,2,0,0
12.974398,17.997534,2,0,5
14.112716,17.908772,2,0,5
11.230087,14.216202,2,3,4
12.732754,16.709562,2,3,1
11.086877,14.61462,2,3,4
14.688759,17.395014,2,0,5
15.27253,17.72618,2,0,5
13.558662,16.970507,2,0,1
13.342187,12.591878,2,1,3
14.98161,17.098501,2,0,5
15.349696,16.22877,2,0,5
15.012633,17.061459,2,0,5
16.39229,16.3182,2,0,0
15.450007,17.199831,2,0,5
14.764766,17.005072,2,0,5
13.812432,14.605993,2,3,1
15.959401,17.234089,2,0,0
14.201705,17.05049,2,0,5
15.500513,17.16436,2,0,0
15.617617,17.641798,2,0,5
16.022285,17.254025,2,0,0
15.012463,17.139826,2,0,5
15.314892,13.516935,2,0,2
14.72513,17.074593,2,0,5
15.47941,17.056833,2,0,0
14.074631,17.63627,2,0,5
14.071836,16.207624,2,0,5
12.52397,18.35357,2,1,5
14.61019,14.282474,2,0,5
14.241552,16.87585,2,0,5
16.642199,17.151426,2,0,0
16.550398,16.250698,2,0,5
16.562359,13.690446,2,1,2
15.24969,14.774984,2,0,0
16.40373,15.537203,2,1,0
12.220854,13.852967,2,3,1
13.717982,15.287617,2,0,1
15.0968,15.1461935,2,0,0
16.081835,13.78665,2,1,2
16.183033,13.128821,2,1,2
15.7551775,14.080383,2,1,2
16.457108,13.338776,2,1,2
13.130723,14.631818,2,3,1
10.44699,14.213464,2,3,4
12.550441,18.279682,3,4,5
13.95057,14.954808,3,0,1
15.977546,13.184444,3,1,2
14.003934,12.531203,3,1,3
13.781455,16.084574,3,0,1
12.782665,16.379921,3,0,1
13.371353,16.37382,3,0,1
12.835627,16.533972,3,0,1
11.651342,13.790395,3,3,4
12.142813,15.121395,3,3,1
12.098769,15.099566,3,3,1
11.937165,15.10098,3,3,1
11.01102,14.367272,3,3,4
10.383669,14.273989,3,3,4
15.260071,15.686666,3,0,0
15.809195,14.575873,3,0,0
13.849662,13.0102625,3,1,3
13.737845,16.144861,3,0,1
11.411695,15.237166,3,3,1
11.354105,15.3825445,3,3,1
11.455778,15.431912,3,3,1
11.501154,15.346673,3,3,1
10.599075,14.162166,3,3,4
16.363071,13.573221,3,1,2
11.723284,15.196221,3,3,1
13.112417,12.319952,3,1,3
13.195837,12.367908,3,1,3
12.610427,16.88958,3,0,1
12.997313,17.003742,3,0,1
12.793589,13.356789,3,3,3
12.609902,14.376161,3,3,1
12.548067,18.263927,3,3,5
12.709123,12.673867,3,3,3
11.061678,13.587795,3,3,4
11.932875,14.965014,3,3,1
12.178654,13.775237,3,3,1
12.621425,13.181276,3,3,3
11.987657,12.945186,3,3,3
11.152166,14.614006,3,3,4
13.597693,12.247072,3,1,3
12.806778,18.208166,3,2,5
10.6336775,14.019752,3,3,4
16.220324,13.512992,3,1,2
15.493818,14.285281,3,0,0
15.727561,14.214523,3,1,2
16.07387,13.805019,3,1,2
11.655798,13.182834,3,3,3
16.461048,15.405291,3,0,2
16.23623,15.524169,3,0,0
16.569143,15.083163,3,0,2
15.658296,13.215521,3,1,3
12.285536,14.086845,3,3,1
16.209303,13.146733,3,1,2
13.401686,15.639449,3,0,1
16.576515,15.181036,3,0,2
16.351812,15.445395,3,0,0
13.451913,12.944844,3,1,3
13.593261,12.741408,3,1,3
15.409859,13.309923,3,1,2
15.429175,13.376199,3,1,2
15.663417,15.4290695,3,0,0
16.36021,15.484468,3,0,0
15.320518,12.897689,3,1,2
13.429534,12.666314,3,1,3
16.797518,16.126982,3,0,0
13.236294,17.283512,3,0,5
13.242348,17.33133,3,0,5
13.179866,17.207037,3,0,5
12.317183,13.359861,3,3,3
15.924696,12.929318,3,1,2
15.247597,12.737977,3,1,2
15.857563,12.8495,3,1,2
14.484093,12.436385,3,1,3
11.3513,13.514626,3,3,4
10.555648,14.030166,3,3,4
15.806685,15.4894495,3,0,0
15.601708,15.518723,3,0,0
14.191322,12.218998,3,1,3
15.827014,15.469696,3,0,0
14.25369,15.130282,3,0,3
12.53393,16.777037,3,0,1
14.726257,17.284,3,0,5
11.094503,14.559477,3,3,4
13.790295,16.7493,3,0,5
13.638559,14.9955,3,0,1
13.795485,15.877921,3,0,1
14.542006,17.160362,3,0,5
14.784676,16.617764,3,0,5
13.441175,15.530112,3,0,1
13.621917,15.512912,3,0,1
14.010736,12.635205,3,1,3
12.004175,14.958464,3,3,1
12.662115,18.21938,3,1,5
10.265628,14.12081,3,3,4
11.756099,13.834309,3,3,4
12.113339,13.865355,3,3,3
10.250085,14.102119,3,3,4
13.600531,12.177045,3,1,3
11.623764,13.01411,3,3,4
12.42631,12.645086,3,3,3
